hotel,rank,price,hotel_star,address,extended_address,number_of_review,overall_star_of_review,keywords
Kimpton Ink48 Hotel,#71 of 479 Hotels in New York City,190,4 Star Hotel,653 11th Avenue at 48th,"New York City, NY 10036-2004","3,413 reviews",45,"['All reviews', ""hell's kitchen"", 'press lounge', 'rooftop bar', 'hudson river', 'hudson suite', 'stephen field', 'wine hour', 'times square', 'west side', 'new york', 'intrepid museum', 'city view', 'wine reception', 'nyc skyline', 'javits center', 'soaking tub', 'floor to ceiling windows']"
1 Hotel Central Park,#24 of 479 Hotels in New York City,269,5 Star Hotel,1414 Avenue of the Americas,"New York City, NY 10019-2514","1,658 reviews",45,"['All reviews', 'central park', 'reclaimed wood', 'eco friendly hotel', 'yoga mat', 'new york', 'filtered water', 'unique hotel', 'nespresso machine', 'rain shower', 'fresh fruit', 'perfect location', 'favorite hotel', 'king room', 'hotel restaurant', 'columbus circle', 'the entire staff', 'city view']"
The Blakely New York,#154 of 479 Hotels in New York City,215,4 Star Hotel,136 W 55th St,Bet. 6th & 7th Avenue,"1,552 reviews",45,"['All reviews', 'black tap', 'day bed', 'central park', 'continental breakfast', 'au bon pain', 'new york', 'bagels', 'times square', 'carnegie hall', 'one bedroom suite', 'small hotel', 'sitting room', 'adjoining restaurant', 'mini kitchen', 'large bedroom', 'restaurant staff', 'street noise']"
The Marmara Park Avenue,#151 of 479 Hotels in New York City,327,5 Star Hotel,114 E 32nd St,"New York City, NY 10016-5506",286 reviews,45,"['All reviews', 'turkish bath', 'room ipad', 'bedroom loft', 'nespresso machine', 'huge balcony', 'room service', 'indoor pool', 'new york', 'the empire state building', 'murray hill', 'star service', 'night manager', 'beautiful hotel', 'full kitchen', 'subway station', 'beautiful lobby', 'week stay']"
The Iroquois New York,#38 of 479 Hotels in New York City,195,4 Star Hotel,49 W 44th St,btwn 5th & 6th Aves,"4,094 reviews",45,"['All reviews', 'triomphe restaurant', 'small luxury hotel', 'new york', 'times square', 'molton brown toiletries', 'great location', 'hot cider', 'the red flame diner', 'bryant park', 'quiet street', 'turn down service', 'grand central station', 'fifth avenue', 'the theater district', 'midtown manhattan', 'home away from home', 'two blocks']"
Best Western Plus Hospitality House,#117 of 479 Hotels in New York City,238,2 Star Hotel,145 E 49th St,"New York City, NY 10017-1210","1,242 reviews",45,"['All reviews', 'living room', 'full kitchen', 'welcome basket', 'apartment style', 'new york', 'the penthouse', 'breakfast room', 'waffle maker', 'these apartments', 'dining table', 'one bedroom apartment', 'bagels', 'well equipped kitchen', 'times square', 'street noise', 'waldorf astoria', 'rockefeller center']"
Mondrian Park Avenue,#34 of 479 Hotels in New York City,230,4 Star Hotel,444 Park Ave S,"New York City, NY 10016-7321",278 reviews,45,"['All reviews', 'cleo restaurant', 'rooftop lounge', 'rain shower', 'new york', 'superior king', 'beautiful hotel', 'every request', 'special shout', 'modern rooms', 'the king size bed', 'front desk staff', 'luxury hotel', 'favorite hotel', 'the entire staff', 'excellent stay', 'car service', 'midtown hotel']"
Hyatt House New York/Chelsea,#112 of 479 Hotels in New York City,204,3 Star Hotel,815 Avenue of the Americas,"New York City, NY 10001-6305",501 reviews,45,"['All reviews', 'flower district', 'omelette station', 'the empire state building', 'made to order omelets', 'top floor', 'new york', 'workout room', 'corner room', 'rooftop terrace', 'free breakfast', 'double queen', 'small kitchen', 'madison square park', 'world trade center', 'freedom tower', 'floor to ceiling windows', 'full kitchen']"
Library Hotel by Library Hotel Collection,#3 of 479 Hotels in New York City,269,4 Star Hotel,299 Madison Avenue,At E.41st Street,"4,413 reviews",50,"['All reviews', 'reading room', 'wine and cheese', 'library theme', 'grand central station', 'petite room', 'dewey decimal system', 'madison and vine', 'book lovers', 'rooftop bar', 'love room', 'new york', 'the ny public library', 'bryant park', 'every evening', 'continental breakfast', 'bagels', 'floor lounge']"
Q&A Residential Hotel,#20 of 479 Hotels in New York City,254,4 Star Hotel,70 Pine St,"New York City, NY 10005-1522",597 reviews,45,"['All reviews', 'full kitchen', 'wall street', 'the financial district', 'black fox', 'executive studio', 'subway station', 'battery park', 'art deco building', 'apartment style', 'brooklyn bridge', 'new york', 'stock exchange', 'lower manhattan', 'walk in closet', 'fridge freezer', 'the staten island ferry', 'huge room']"
Kimpton Muse Hotel,#100 of 479 Hotels in New York City,184,4 Star Hotel,130 West 46th Street,"New York City, NY 10036-8501","3,429 reviews",45,"['All reviews', 'times square', 'wine hour', 'wine reception', 'new york', 'complimentary wine', 'the theater district', 'half block', 'front desk staff', 'mini bar', 'each evening', 'perfect location', 'great boutique', 'cupcakes', 'street noise', 'broadway show', 'by nyc standards', 'hotel restaurant']"
Residence Inn New York Downtown Manhattan/World Trade Center Area,#77 of 479 Hotels in New York City,184,3 Star Hotel,170 Broadway,At 4 Maiden Lane Adjacent To The Gap,767 reviews,45,"['All reviews', 'maiden lane', 'wall street', 'battery park', 'fulton street subway', 'the financial district', 'executive studio', 'one world observatory', 'charging bull', 'statue of liberty', 'wtc memorial', 'free breakfast', 'new york', 'full size fridge', 'the breakfast area', 'downtown manhattan', 'freedom tower', 'stove top']"
PUBLIC,#122 of 479 Hotels in New York City,195,4 Star Hotel,215 Chrystie St,"New York City, NY 10002-1239",463 reviews,45,"['All reviews', 'ian schrager', 'rooftop bar', 'jean georges', 'lower east side', 'whole foods', 'new york', 'rooms are small', 'the ground floor', 'blackout shades', 'grab and go', 'cool hotel', 'cool vibe', 'hotel guests', 'queen room', 'hotel experience', 'the check in process', 'east village']"
The Manhattan Club,#197 of 479 Hotels in New York City,322,4 Star Hotel,200 West 56th Street,"New York City, NY 10019-4300","1,535 reviews",40,"['All reviews', 'time share', 'carnegie hall', 'central park', 'timeshare exchange', 'timeshare hotel', 'one bedroom unit', 'full bathrooms', 'great location', 'owners lounge', 'times square', 'new york', 'pull out couch', 'columbus circle', 'small kitchenette', 'around the corner', 'mini kitchen', 'business center']"
Cassa Hotel Times Square,#98 of 479 Hotels in New York City,149,4 Star Hotel,515 Ninth Avenue,at 39th Street,"1,512 reviews",45,"['All reviews', 'hot tub', 'rooftop jacuzzi', 'times square', 'new york', ""hell's kitchen"", 'lincoln tunnel', 'complimentary bottle of wine', 'bagels', 'port authority', 'javits center', 'modern hotel', 'continental breakfast', 'penn station', 'the entire staff', 'special thanks', 'amazing hotel', 'the high line']"
The French Quarters Guest Apartments,#30 of 479 Hotels in New York City,187,3 Star Hotel,346 W. 46th Street,"New York City, NY 10036-3881","1,234 reviews",45,"['All reviews', 'restaurant row', 'bourbon street bar', ""l'occitane toiletries"", 'times square', 'continental breakfast', 'new york', 'two bedroom suite', 'bagels', 'keurig coffee maker', 'charming hotel', 'hard boiled eggs', 'comfortable beds', 'each morning', 'large shower', ""hell's kitchen"", 'restaurants and bars', 'the theater district']"
Walker Hotel Greenwich Village,#103 of 479 Hotels in New York City,365,4 Star Hotel,52 W 13th St,"New York City, NY 10011-7902","1,148 reviews",45,"['All reviews', 'boutique hotel', ""murray's bagels"", 'union square', 'art deco style', 'new york', 'rooms are small', 'quiet street', 'turn down service', 'freedom tower', 'great boutique', 'room service', 'perfect location', 'the high line', 'water pressure', 'around the corner', 'two double beds', 'the empire state building']"
Staybridge Suites Times Square - New York City,#195 of 479 Hotels in New York City,153,3 Star Hotel,340 West 40th Street,"New York City, NY 10018-1404","6,066 reviews",45,"['All reviews', 'port authority', 'parole office', 'times square', 'free laundry', 'new york', 'full size fridge', 'fridge freezer', 'stove top', 'bus station', 'small kitchen', 'never felt unsafe', 'the breakfast area', 'bagels', 'complimentary breakfast', 'lower floor', ""hell's kitchen"", 'few blocks']"
The Gotham Hotel,#253 of 479 Hotels in New York City,279,4 Star Hotel,16 E 46th St,Between Fifth Ave and Madison Ave,920 reviews,40,"['All reviews', 'skyline room', 'small balcony', 'balcony door', 'new york', 'times square', 'boutique hotel', 'grand central station', 'small hotel', 'great boutique', 'rain shower', 'the air conditioning', 'fifth avenue', 'higher floor', 'comfy bed', 'rockefeller center', 'junior suite', 'midtown manhattan']"
Trump International Hotel and Tower New York,#132 of 479 Hotels in New York City,498,5 Star Hotel,1 Central Park West,"New York City, NY 10023-7703","1,462 reviews",45,"['All reviews', 'columbus circle', 'jean georges', 'nougatine', 'central park', 'whole foods', 'park view suite', 'executive suite', 'full kitchen', 'time warner center', 'southwest corner', 'new york', 'room service', 'living room', 'small kitchen', 'lincoln center', 'turn down service', 'corner suite']"
West 57th Street by Hilton Club,#70 of 479 Hotels in New York City,474,4 Star Hotel,102 W 57th St,"New York City, NY 10019-3302","1,526 reviews",45,"['All reviews', 'carnegie hall', 'time share', 'owners lounge', 'central park', 'the russian tea room', 'grand vacation', 'sales presentation', 'great location', 'new york', 'two blocks', 'studio room', 'times square', 'lincoln center', 'within walking distance', 'columbus circle', 'the penthouse', 'home away from home']"
The Lombardy,#150 of 479 Hotels in New York City,289,4 Star Hotel,111 E 56th St,"New York City, NY 10022-2600",553 reviews,45,"['All reviews', 'small kitchen', 'american cut', 'decorated differently', 'central park', 'great location', 'new york', 'one bedroom suite', 'trump tower', 'dining table', 'full kitchen', 'huge room', 'shopping and restaurants', 'coffee pot', 'midtown location', 'upgraded to a suite', 'home away from home', 'quiet hotel']"
Lowell Hotel,#36 of 479 Hotels in New York City,496,5 Star Hotel,28 E 63rd St,Between Madison and Park Avenues,358 reviews,45,"['All reviews', 'pembroke room', 'upper east side', 'wood burning fireplace', 'deluxe junior suite', 'new york', 'home away from home', 'small hotel', 'central park', 'intimate hotel', 'room service', 'club room', 'four seasons', 'recent stay', 'perfect stay', 'favorite hotel', 'bell staff', 'hotel experience']"
Hotel Plaza Athenee,#163 of 479 Hotels in New York City,349,5 Star Hotel,37 E 64th St,"New York City, NY 10065-7003",772 reviews,45,"['All reviews', 'upper east side', 'central park', 'madison avenue', 'new york', 'quiet street', 'marble bathroom', 'small hotel', 'room service', 'five star hotel', 'beautiful hotel', 'turn down service', 'brick wall', 'home away from home', 'two blocks', 'location is great', 'around the corner', 'concierge']"
The Pearl Hotel,#27 of 479 Hotels in New York City,209,4 Star Hotel,"233 West, 49th Street","New York City, NY 10019-7404","2,541 reviews",45,"['All reviews', 'book of mormon', 'continental breakfast', 'wine and cheese hour', 'bagels', 'times square', 'new york', 'the theater district', 'every afternoon', 'queen suite', 'perfect location', 'free wifi', 'hard boiled eggs', 'fresh fruit', 'directly across the street', 'central park', 'fantastic hotel', 'coffee machine']"
The Wagner at the Battery,#118 of 479 Hotels in New York City,215,5 Star Hotel,Two West Street,"New York City, NY 10004","2,441 reviews",45,"['All reviews', 'the ritz carlton', 'statue of liberty', 'battery park', 'club level', 'harbor view room', 'ellis island', 'wall street', 'new york', 'lower manhattan', 'the financial district', 'hudson river', 'room service', 'in room dining', 'quiet location', 'freedom tower', 'cupcakes', 'four seasons']"
The High Line Hotel,#97 of 479 Hotels in New York City,239,4 Star Hotel,180 10th Ave,at 20th Street,720 reviews,45,"['All reviews', 'chelsea market', 'intelligentsia coffee', 'coffee bar in the lobby', 'complimentary bikes', 'new york', 'chelsea area', 'whitney museum', 'well stocked mini bar', 'deluxe king', 'charming hotel', 'small lobby', 'great neighborhood', 'favorite hotel', 'west side', 'hotel lobby', 'hotel guests', 'water pressure']"
SIXTY SoHo,#94 of 479 Hotels in New York City,280,4 Star Hotel,60 Thompson St,"New York City, NY 10012-4308","1,172 reviews",45,"['All reviews', 'rooftop bar', 'thompson street', 'great location', 'quiet street', 'new york', 'cool vibe', 'restaurant downstairs', 'king suite', 'beautiful hotel', 'room service', 'around the corner', 'rooms are small', 'concierge', 'nyc', 'lobby', 'thomson', 'hip']"
AKA Wall Street,#88 of 479 Hotels in New York City,295,4 Star Hotel,84 William St,"New York, NY",146 reviews,45,"['All reviews', 'the financial district', 'home away from home', 'full kitchen', 'federal grill', 'long stay', 'blue ribbon', 'rooftop lounge', 'federal reserve', 'spacious apartment', 'world trade', 'louise nevelson', 'limited housekeeping', 'quality towels', 'fulton street subway', 'business trip', 'stayed in times square', 'laundry room']"
Lotte New York Palace,#68 of 479 Hotels in New York City,350,4 Star Hotel,455 Madison Avenue,"New York City, NY 10022-6845","4,194 reviews",45,"['All reviews', ""patrick's cathedral"", 'pomme palais', 'cathedral view', 'new york', 'gossip girl', 'rockefeller center', 'room service', 'madison avenue', 'central park', 'rooms are large', 'beautiful room', 'fabulous hotel', 'the location is perfect', 'corner room', 'mini bar', 'times square', 'high floor']"
The Kimberly Hotel,#18 of 479 Hotels in New York City,239,4 Star Hotel,145 East 50th Street,"New York City, NY 10022-9502","2,211 reviews",45,"['All reviews', 'one bedroom suite', 'rooftop bar', 'chrysler building', 'the penthouse', 'new york', 'rockefeller center', 'full kitchen', 'small kitchen', 'sitting room', 'pull out sofa', 'living area', 'door staff', 'around the corner', 'central park', 'king bed', 'wonderful hotel', 'boutique hotel']"
The Bryant Park Hotel,#5 of 479 Hotels in New York City,245,4 Star Hotel,40 West 40th Street,"New York City, NY 10018-2602","4,014 reviews",45,"['All reviews', 'cellar bar', 'koi restaurant', 'molton brown products', 'darren sumner', 'skating rink', 'new york', 'junior suite', 'times square', 'free happy hour', 'the ny public library', 'park view', 'hardwood floors', 'huge bathroom', 'perfect location', 'hotel guests', 'turn down service', 'bottle of champagne']"
The Mark,#80 of 479 Hotels in New York City,525,5 Star Hotel,Madison Avenue at 77th Street,25 East 77th Street,834 reviews,45,"['All reviews', 'upper east side', 'jean georges', 'madison avenue', 'central park', 'new york', 'metropolitan museum of art', 'double sinks', 'house car', 'soaking tub', 'room service', 'luxurious hotel', 'four seasons', 'home from home', 'turn down service', 'five star hotel', 'rooms are beautiful', 'closet space']"
Gardens Suites Hotel by Affinia,#99 of 479 Hotels in New York City,231,3 Star Hotel,215 E 64th St,64th Street between 2nd & 3rd Avenues,"2,027 reviews",45,"['All reviews', 'upper east side', 'full kitchen', 'gardens nyc', 'central park', 'junior suite', 'small kitchen', 'sloan kettering', 'new york', 'quiet neighborhood', 'our home away from home', 'rooms are huge', 'living room', 'great neighborhood', 'front desk manager', 'by nyc standards', 'few blocks', 'definitely stay here again']"
Hotel Giraffe by Library Hotel Collection,#2 of 479 Hotels in New York City,287,4 Star Hotel,365 Park Ave South,At 26th Street,"4,269 reviews",50,"['All reviews', 'wine and cheese', 'park avenue', 'new york', 'small balcony', 'continental breakfast', 'every evening', 'rooftop garden', 'flatiron district', 'bagels', 'union square', 'king suite', 'hard boiled eggs', 'boutique hotel', 'turn down service', 'shake shack', 'fresh fruit', 'great boutique']"
Sofitel New York,#90 of 479 Hotels in New York City,208,4 Star Hotel,45 West 44th Street,"New York City, NY 10036-6613","6,971 reviews",45,"['All reviews', 'the red flame diner', 'gaby restaurant', 'new york', 'times square', 'chrysler building', 'separate shower', 'room service', 'turn down service', 'bryant park', 'fifth avenue', 'late check', 'grand central station', 'luxury hotel', 'high floor', 'quiet street', 'bottle of champagne', 'hotel restaurant']"
New York Marriott Marquis,#215 of 479 Hotels in New York City,220,4 Star Hotel,1535 Broadway,At 45th Street,"12,011 reviews",40,"['All reviews', 'revolving restaurant', 'times square', 'view restaurant', 'the concierge lounge', 'new york', 'floor number', 'huge hotel', 'perfect location', 'busy hotel', 'fitness center', 'broadway show', ""can't beat the location"", 'the theater district', 'rooms are large', 'sofa bed', 'high floor', 'hudson river']"
the Quin,#46 of 479 Hotels in New York City,242,5 Star Hotel,101 West 57th Street,at 6th Avenue,"3,243 reviews",45,"['All reviews', 'central park', 'wayfarer restaurant', 'great location', 'new york', 'nespresso machine', 'carnegie hall', 'concierge service', 'room service', 'corner room', 'the air conditioning', 'wonderful hotel', 'street noise', 'columbus circle', 'two blocks', 'nyc hotel', 'around the corner', 'times square']"
"The Beekman, A Thompson Hotel",#17 of 479 Hotels in New York City,279,5 Star Hotel,123 Nassau St,"New York City, NY 10038-2415",790 reviews,45,"['All reviews', 'brooklyn bridge', 'temple court', 'beautiful hotel', 'the financial district', 'story atrium', 'woolworth building', 'tom colicchio', 'new york', 'lower manhattan', 'wall street', 'world trade', 'downtown nyc', 'modern amenities', 'bar lounge', 'concierge team', 'freedom tower', 'rain shower']"
The Michelangelo Hotel,#45 of 479 Hotels in New York City,229,5 Star Hotel,152 West 51st Street,between 6th and 7th Avenues,"3,946 reviews",45,"['All reviews', 'times square', 'great location', 'new york', 'central park', 'rockefeller center', 'walk in closet', 'rooms are large', 'beautiful hotel', 'junior suite', 'turn down service', 'radio city music hall', 'sitting area', 'continental breakfast', 'street noise', 'by nyc standards', 'visit nyc', 'loved this hotel']"
Hotel Elysee by Library Hotel Collection,#6 of 479 Hotels in New York City,237,4 Star Hotel,60 E. 54th St.,"New York City, NY 10022-4642","4,463 reviews",45,"['All reviews', 'monkey bar', 'club room', 'wine and cheese', 'new york', 'continental breakfast', 'second floor lounge', 'central park', 'cocktail hour', 'bagels', 'hard boiled eggs', 'fresh fruit', 'charming hotel', 'home away from home', 'small hotel', 'each evening', 'king suite', 'midtown manhattan']"
W New York - Union Square,#230 of 479 Hotels in New York City,279,4 Star Hotel,201 Park Avenue South,"New York City, NY 10003","1,574 reviews",40,"['All reviews', 'front desk', 'bliss products', 'great location', 'new york', 'whole foods', 'by nyc standards', 'an upgrade', 'great room', 'greenwich village', 'lower manhattan', 'lobby bar', 'corner room', 'high floor', 'decent size', 'upon check', 'nyc hotel', 'subway station']"
Archer Hotel New York,#15 of 479 Hotels in New York City,229,4 Star Hotel,45 West 38th Street,"New York City, NY 10018-5501","3,492 reviews",45,"['All reviews', 'rooftop bar', 'view of the empire state building', 'turn down service', 'bryant park', 'nespresso machine', 'new york', 'rooms are small', 'boutique hotel', 'times square', 'little touches', 'every evening', 'great boutique', 'perfect location', 'fantastic hotel', 'midtown manhattan', 'would highly recommend this hotel', 'mini bar']"
Courtyard New York Manhattan/Midtown East,#181 of 479 Hotels in New York City,159,3 Star Hotel,866 Third Avenue,"New York City, NY 10022-6221","2,460 reviews",45,"['All reviews', 'courtyard marriott', 'sofa bed', 'great location', 'central park', 'subway station', 'new york', 'times square', 'ess a bagel', 'drug store', 'chrysler building', 'duane reade', 'floor lounge', 'two queens', 'rockefeller center', 'spacious room', 'within walking distance', 'around the corner']"
