hotel,rank,price,hotel_star,address,extended_address,number_of_review,overall_star_of_review,keywords
Holiday Inn Express Manhattan Midtown West,#275 of 479 Hotels in New York City,195,3 Star Hotel,538 W 48th St,"New York City, NY 10036-1102","1,207 reviews",40,"['All reviews', ""hell's kitchen"", 'times square', 'hi express', 'new york', 'the breakfast area', 'west side', 'minute walk', 'free breakfast', 'the nearest subway station', 'yogurt', 'few blocks', 'hot breakfast', 'rooms are small', 'breakfast staff', 'hotel is located', 'each morning', 'would stay again']"
"The Standard, East Village",#161 of 479 Hotels in New York City,379,4 Star Hotel,25 Cooper Sq,"New York City, NY 10003-7107",768 reviews,45,"['All reviews', 'the penthouse', 'astor place', 'cooper square', 'corner king room', 'standard highline', 'new york', 'floor to ceiling windows', 'hip hotel', 'the high line', 'every staff member', 'the entire staff', 'lower east side', 'high floor', 'rooms are small', 'mini bar', 'loved this hotel', 'an upgrade']"
Holiday Inn Express Manhattan Times Square South,#233 of 479 Hotels in New York City,252,3 Star Hotel,60 West 36th Street & 6th Ave,"New York City, NY 10018-8039","1,283 reviews",45,"['All reviews', 'the empire state building', 'herald square', 'hi express', 'penn station', 'times square', 'great location', 'new york', 'free breakfast', 'the breakfast area', 'yogurt', 'hot breakfast', 'walking distance', 'around the corner', 'would stay here again', 'rooms are small', 'front desk staff', 'clean hotel']"
Hotel Indigo Lower East Side New York,#95 of 479 Hotels in New York City,270,4 Star Hotel,171 Ludlow Street,"New York City, NY 10002-1501",880 reviews,45,"['All reviews', 'rooftop bar', ""katz's deli"", 'floor lobby', 'purple bar', 'russ and daughters', 'freedom tower', 'new york', 'east village', 'bars and restaurants', 'nyc skyline', 'hotel guests', 'cool hotel', 'floor to ceiling windows', 'hotel bar', 'great neighborhood', 'the penthouse', 'brooklyn bridge']"
The Time New York,#86 of 479 Hotels in New York City,231,4 Star Hotel,224 W 49th St,"New York City, NY 10019-7405",772 reviews,45,"['All reviews', 'tv in the mirror', 'book of mormon', 'lobby ambassador', 'superior suite', 'times square', 'new york', 'serafina restaurant', 'free wine and cheese', 'the theater district', 'broadway show', 'perfect location', 'special thanks', 'around the corner', 'amazing hotel', 'boutique hotel', 'bottle of champagne', 'home away from home']"
Royalton Park Avenue,#158 of 479 Hotels in New York City,,4 Star Hotel,420 Park Avenue South,29th Street Main Entrance,"2,552 reviews",45,"['All reviews', 'rooftop pool', 'gansevoort hotel', 'exhale spa', 'grand deluxe room', 'new york', 'the empire state building', 'trendy hotel', 'hotel guests', 'amazing hotel', 'union square', 'mini bar', 'nyc hotel', 'by nyc standards', 'location was perfect', 'subway station', 'times square', 'concierge']"
The Gotham Hotel,#253 of 479 Hotels in New York City,,4 Star Hotel,16 E 46th St,Between Fifth Ave and Madison Ave,920 reviews,40,"['All reviews', 'skyline room', 'small balcony', 'balcony door', 'new york', 'times square', 'boutique hotel', 'grand central station', 'small hotel', 'great boutique', 'rain shower', 'the air conditioning', 'fifth avenue', 'higher floor', 'comfy bed', 'rockefeller center', 'junior suite', 'midtown manhattan']"
The Lucerne Hotel,#170 of 479 Hotels in New York City,242,4 Star Hotel,201 West 79th Street,"New York City, NY 10024-6200","2,539 reviews",45,"['All reviews', 'upper west side', 'museum of natural history', 'central park', 'amsterdam avenue', 'nice martin', 'new york', 'lincoln center', 'queen suite', 'attached restaurant', 'great neighborhood', 'subway line', 'two blocks', 'times square', 'wonderful hotel', 'coffee maker', 'business center', 'hudson river']"
The Roger,#142 of 479 Hotels in New York City,299,4 Star Hotel,131 Madison Ave,At 31st Street,"3,633 reviews",45,"['All reviews', 'new york', 'boutique hotel', 'terrace room', 'the empire state building', 'madison avenue', 'great boutique', 'wine hour', 'the penthouse', 'business trip', 'mini bar', 'enjoyed my stay', 'location was perfect', 'penn station', 'rooms are small', 'times square', 'central park', 'lobby']"
Conrad New York,#26 of 479 Hotels in New York City,325,5 Star Hotel,102 North End Avenue,"New York City, NY 10282-1238","3,728 reviews",45,"['All reviews', 'battery park', 'hudson river', 'brookfield place', 'shake shack', 'rooftop bar', 'blue smoke', 'statue of liberty', 'lower manhattan', 'goldman sachs', 'the financial district', 'new york', 'nespresso machine', 'chambers street', 'world trade center', 'freedom tower', 'bagel shop', 'huge shower']"
"The Bernic Hotel New York City, Tapestry Collection by Hilton",#57 of 479 Hotels in New York City,,4 Star Hotel,145 E 47th St,"New York City, NY 10017-2007",431 reviews,45,"['All reviews', 'nespresso machine', 'heated floors', 'apple tv', 'balcony room', 'david lopez', 'front desk', 'new york', 'boutique hotel', 'small balcony', 'grand central station', 'rooftop bar', 'the general manager', 'comfortable bed', 'the penthouse', 'great shower', 'great boutique', 'a great stay']"
Staybridge Suites Times Square - New York City,#195 of 479 Hotels in New York City,243,3 Star Hotel,340 West 40th Street,"New York City, NY 10018-1404","6,066 reviews",45,"['All reviews', 'port authority', 'parole office', 'times square', 'free laundry', 'new york', 'full size fridge', 'fridge freezer', 'stove top', 'bus station', 'small kitchen', 'never felt unsafe', 'the breakfast area', 'bagels', 'complimentary breakfast', 'lower floor', ""hell's kitchen"", 'few blocks']"
The Marlton Hotel,#157 of 479 Hotels in New York City,,4 Star Hotel,5 W 8th St,"New York City, NY 10011-9099",682 reviews,45,"['All reviews', 'washington square park', 'greenwich village', 'rooms are small', 'avocado toast', 'espresso bar', 'new york', 'cozy lobby', 'modern touches', 'charming hotel', 'free continental breakfast', 'lounge area', 'hotel guests', 'appointed rooms', 'queen room', 'bars and restaurants', 'mini bar', 'great shower']"
Cambria Hotel New York - Chelsea,#58 of 479 Hotels in New York City,215,3 Star Hotel,123 W 28th Street,"New York City, NY 10001-6120","1,096 reviews",45,"['All reviews', 'flower district', 'rooftop bar', 'penn station', 'new york', 'great hotel', 'huge tv', 'madison square garden', 'freedom tower', 'times square', 'two queen beds', 'fridge and microwave', 'walking distance', 'would definitely stay here again', 'few blocks', 'the room was nice', 'convenient location', 'the empire state building']"
The Westin New York Grand Central,#247 of 479 Hotels in New York City,409,4 Star Hotel,212 East 42nd Street,Between 2nd Ave and 3rd Ave,"4,068 reviews",40,"['All reviews', 'chrysler building', 'great location', 'new york', 'heavenly bed', 'times square', 'spg member', 'corner room', 'mini bar', 'good size', 'bryant park', 'late check', 'high floor', 'two blocks', 'housekeeping staff', 'street noise', 'two double beds', 'by nyc standards']"
Omni Berkshire Place,#116 of 479 Hotels in New York City,269,4 Star Hotel,21 E 52nd St,at Madison Ave,"4,370 reviews",45,"['All reviews', 'select guest', 'loyalty program', 'central park', 'great location', 'new york', 'rockefeller center', 'madison ave', ""patrick's cathedral"", 'times square', 'free wifi', 'each morning', 'concierge staff', 'turn down service', 'midtown location', 'wonderful hotel', 'by nyc standards', 'around the corner']"
Hilton Garden Inn New York/Manhattan-Chelsea,#235 of 479 Hotels in New York City,,3 Star Hotel,121 West 28th Street,"New York City, NY 10001-6102","2,209 reviews",40,"['All reviews', 'flower district', 'penn station', 'new york', 'times square', 'microwave and fridge', 'madison square garden', 'two queen beds', 'hotel is located', 'convenient location', 'would definitely stay here again', 'business center', 'front desk staff', 'empire state building', 'few blocks', 'the high line', 'city view', 'street noise']"
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,#185 of 479 Hotels in New York City,339,3 Star Hotel,25 W 37th St,"New York City, NY 10018-6224","1,101 reviews",45,"['All reviews', 'the empire state building', 'bryant park', 'great location', 'times square', 'the breakfast area', 'new york', 'bagels', 'free breakfast', 'frosted glass', 'herald square', 'would stay here again', 'penn station', 'bathroom door', 'front desk staff', 'few blocks', 'fifth avenue', 'midtown manhattan']"
Crowne Plaza Times Square Manhattan,#223 of 479 Hotels in New York City,274,4 Star Hotel,1605 Broadway,between 48th and 49th Street,"10,570 reviews",40,"['All reviews', 'times square', 'sandra esp', 'great location', 'new york', 'priority club', 'corner room', 'hudson river', 'busy hotel', 'hotel bar', 'broadway show', 'central location', 'big apple', 'two double beds', 'high floor', 'rockefeller center', 'ihg', 'concierge']"
Avalon Hotel,#180 of 479 Hotels in New York City,235,4 Star Hotel,16 East 32nd Street,"New York City, NY 10016-5402","1,872 reviews",45,"['All reviews', 'junior suite', 'the empire state building', 'new york', 'korea town', 'penn station', 'sofa bed', 'sitting area', 'free coffee', 'around the corner', 'smoking room', 'continental breakfast', 'big room', 'times square', 'mini bar', 'central location', 'beds were very comfortable', 'excellent location']"
NYLO New York City,#188 of 479 Hotels in New York City,240,4 Star Hotel,2178 Broadway,at W 77th Street,"6,258 reviews",40,"['All reviews', 'upper west side', 'central park', 'red farm', 'serafina restaurant', 'great location', 'beacon theater', 'new york', 'museum of natural history', 'lobby bar', 'lincoln center', 'two blocks', 'comfortable bed', 'hudson river', 'nyc hotel', 'subway station', 'rooms are small', 'times square']"
NOMO SOHO Hotel,#269 of 479 Hotels in New York City,295,4 Star Hotel,9 Crosby Street,"New York City, NY 10013","1,333 reviews",40,"['All reviews', 'crosby street', 'new york', 'floor to ceiling windows', 'cool hotel', 'room service', 'brooklyn bridge', 'concierge service', 'rooms are small', 'corner room', 'lower manhattan', 'amazing hotel', 'higher floor', 'the location is perfect', 'mondrian', 'isaiah', 'nyc', 'hip']"
Refinery Hotel,#31 of 479 Hotels in New York City,419,5 Star Hotel,63 West 38th Street,"New York City, NY 10018-3818","4,637 reviews",45,"['All reviews', 'rooftop bar', 'parker quinn', 'bryant park', 'hat factory', 'the empire state building', 'cupcakes', 'new york', 'magnolia bakery', 'great hotel', 'live jazz', 'fashion district', 'boutique hotel', 'hotel guests', 'times square', 'comfortable beds', 'street noise', 'definitely stay here again']"
Wolcott Hotel,#244 of 479 Hotels in New York City,195,2 Star Hotel,4 West 31st Street,Between 5th Avenue & Broadway,"2,572 reviews",40,"['All reviews', 'the empire state building', 'triple room', 'free coffee and muffins', 'new york', 'great location', 'every morning', 'dunkin donuts', 'penn station', 'times square', 'budget hotel', 'beautiful lobby', 'around the corner', 'herald square', 'central location', 'two blocks', 'midtown manhattan', 'street noise']"
Courtyard by Marriott New York Manhattan/Central Park,#249 of 479 Hotels in New York City,256,3 Star Hotel,1717 Broadway,"New York City, NY 10019-5214","1,376 reviews",40,"['All reviews', 'central park', 'corner room', 'tallest hotel', 'times square', 'great location', 'fourth floor', 'new york', 'floor to ceiling windows', 'floor lounge', 'city view', 'columbus circle', 'starbucks coffee', 'rooms are small', 'carnegie hall', 'the upper floors', 'few blocks', 'lincoln center']"
Residence Inn New York Downtown Manhattan/World Trade Center Area,#77 of 479 Hotels in New York City,369,3 Star Hotel,170 Broadway,At 4 Maiden Lane Adjacent To The Gap,767 reviews,45,"['All reviews', 'maiden lane', 'wall street', 'battery park', 'fulton street subway', 'the financial district', 'executive studio', 'one world observatory', 'charging bull', 'statue of liberty', 'wtc memorial', 'free breakfast', 'new york', 'full size fridge', 'the breakfast area', 'downtown manhattan', 'freedom tower', 'stove top']"
"The Pierre, A Taj Hotel, New York",#22 of 479 Hotels in New York City,506,5 Star Hotel,2 East 61st Street at Fifth Avenue,"New York City, NY 10065","1,998 reviews",45,"['All reviews', 'elevator attendants', 'central park', 'elevator operator', 'new york', 'room service', 'elegant hotel', 'four seasons', 'five star hotel', 'fifth avenue', 'park view', 'upper east side', 'concierge desk', 'turn down service', 'bottle of champagne', 'housekeeping staff', 'the location is perfect', 'nyc hotel']"
"Mandarin Oriental, New York",#76 of 479 Hotels in New York City,895,5 Star Hotel,80 Columbus Circle at 60th Street,"New York City, NY 10023-5800","1,613 reviews",45,"['All reviews', 'columbus circle', 'lobby lounge', 'time warner center', 'central park', 'asiate restaurant', 'mo nyc', 'hudson river', 'hudson view room', 'new york', 'four seasons', 'trump hotel', 'room service', 'whole foods', 'park view', 'in room dining', 'floor to ceiling windows', 'turn down service']"
Kitano New York,#126 of 479 Hotels in New York City,449,4 Star Hotel,66 Park Ave,At 38th Street,"1,263 reviews",45,"['All reviews', 'park avenue', 'grand central station', 'jazz club', 'japanese toilet', 'heated seat', 'on a non smoking floor', 'new york', 'the empire state building', 'live jazz', 'murray hill', 'few blocks', 'quiet hotel', 'times square', 'mini bar', 'corner room', 'fifth avenue', 'street noise']"
Park Hyatt New York,#43 of 479 Hotels in New York City,895,5 Star Hotel,153 West 57th Street,"New York City, NY 10019-2214","1,792 reviews",45,"['All reviews', 'carnegie hall', 'le labo', 'heated floors', 'park suite', 'new york', 'steam room', 'the russian tea room', 'house car', 'tv in the mirror', 'living room', 'rain shower', 'soaking tub', 'beautiful hotel', 'luxury hotel', 'nespresso machine', 'west side', 'four seasons']"
West 57th Street by Hilton Club,#70 of 479 Hotels in New York City,436,4 Star Hotel,102 W 57th St,"New York City, NY 10019-3302","1,526 reviews",45,"['All reviews', 'carnegie hall', 'time share', 'owners lounge', 'central park', 'the russian tea room', 'grand vacation', 'sales presentation', 'great location', 'new york', 'two blocks', 'studio room', 'times square', 'lincoln center', 'within walking distance', 'columbus circle', 'the penthouse', 'home away from home']"
Holiday Inn NYC - Lower East Side,#219 of 479 Hotels in New York City,197,4 Star Hotel,150 Delancey Street,"New York City, NY 10002-3308",752 reviews,40,"['All reviews', 'williamsburg bridge', 'delancey street', 'subway station', 'retro bar', 'essex st', 'walking distance to chinatown', 'tenement museum', 'new york', 'front desk staff', 'few blocks', 'bed was comfortable', 'rooms are modern', 'restaurants and bars', 'would definitely stay here again', 'the hotel is clean', 'late at night', 'staff was very friendly and helpful']"
Hilton Times Square,#119 of 479 Hotels in New York City,304,4 Star Hotel,234 West 42nd Street,"New York City, NY 10036-7215","7,500 reviews",45,"['All reviews', 'times square', 'raquel ortiz', 'great location', 'new york', 'street entrance', 'the empire state building', 'diamond member', 'freedom tower', 'corner room', 'port authority', 'hudson river', 'high floor', 'room was large', 'statue of liberty', 'subway station', 'the theater district', 'big apple']"
Hyatt Place New York Midtown South,#184 of 479 Hotels in New York City,349,3 Star Hotel,52 W 36th St # 54,"New York City, NY 10018-8029","2,234 reviews",40,"['All reviews', 'the empire state building', 'great location', 'herald square', 'free breakfast', 'new york', 'times square', 'penn station', 'good size', 'sofa bed', 'bryant park', 'around the corner', 'the breakfast area', 'would stay here again', 'higher floor', 'street noise', 'yogurt', 'central location']"
HGU New York,#194 of 479 Hotels in New York City,299,4 Star Hotel,34 E 32nd St,"New York City, NY 10016-5503",300 reviews,40,"['All reviews', 'boutique hotel', 'bigelow products', 'the empire state building', 'king suite', 'new york', 'lounge bar', 'large bed', 'cool vibe', 'the bed was extremely comfortable', 'walking distance', 'wonderful stay', 'complimentary coffee', 'lovely room', 'subway station', 'comfortable stay', 'hotel guests', 'excellent location']"
Park South Hotel,#65 of 479 Hotels in New York City,286,4 Star Hotel,124 East 28th Street,"New York City, NY 10016-8402","2,720 reviews",45,"['All reviews', 'rooftop bar', 'black duck restaurant', 'new york', 'great hotel', 'murray hill', 'bagels', 'subway station', 'chrysler building', 'boutique hotel', 'union square', 'front desk staff', 'convenient location', 'small hotel', 'empire state', 'would definitely stay here again', 'around the corner', 'few blocks']"
Hotel Plaza Athenee,#163 of 479 Hotels in New York City,454,5 Star Hotel,37 E 64th St,"New York City, NY 10065-7003",772 reviews,45,"['All reviews', 'upper east side', 'central park', 'madison avenue', 'new york', 'quiet street', 'marble bathroom', 'small hotel', 'room service', 'five star hotel', 'beautiful hotel', 'turn down service', 'brick wall', 'home away from home', 'two blocks', 'location is great', 'around the corner', 'concierge']"
Residence Inn New York Manhattan / Midtown East,#39 of 479 Hotels in New York City,313,3 Star Hotel,148 East 48th Street,"New York City, NY 10017-1224","1,919 reviews",45,"['All reviews', 'free breakfast', 'new york', 'chrysler building', 'the breakfast area', 'times square', 'breakfast staff', 'marriott properties', 'cupcakes', 'grand central station', 'rockefeller center', 'full kitchen', 'small kitchen', 'every morning', 'front desk staff', 'yogurt', 'two queen beds', 'the penthouse']"
EVEN Hotel New York - Midtown East,#52 of 479 Hotels in New York City,229,4 Star Hotel,219 E 44th St,"New York City, NY 10017-4305",640 reviews,45,"['All reviews', 'yoga mat', 'workout equipment', 'grand central station', 'conscious hotel', 'wellness hotel', 'ping pong table', 'body wash', 'new york', 'great hotel', 'great gym', 'chrysler building', 'modern hotel', 'comfortable bed', 'hotel experience', 'great shower', 'fitness center', 'bathroom door']"
The Pearl Hotel,#27 of 479 Hotels in New York City,380,4 Star Hotel,"233 West, 49th Street","New York City, NY 10019-7404","2,542 reviews",45,"['All reviews', 'book of mormon', 'continental breakfast', 'wine and cheese hour', 'bagels', 'times square', 'new york', 'the theater district', 'every afternoon', 'queen suite', 'perfect location', 'free wifi', 'hard boiled eggs', 'fresh fruit', 'directly across the street', 'central park', 'fantastic hotel', 'coffee machine']"
Hilton Garden Inn New York/Central Park South-Midtown West,#240 of 479 Hotels in New York City,224,3 Star Hotel,237 West 54th Street,"New York City, NY 10019-5589","2,944 reviews",40,"['All reviews', 'central park', 'empire steakhouse', 'great location', 'times square', 'new york', 'keurig coffee maker', 'columbus circle', 'attached restaurant', 'bathroom door', 'lincoln center', 'few blocks', 'carnegie hall', 'broadway theaters', 'lower floor', 'around the corner', 'rooms are small', 'business center']"
Trump International Hotel and Tower New York,#132 of 479 Hotels in New York City,583,5 Star Hotel,1 Central Park West,"New York City, NY 10023-7703","1,462 reviews",45,"['All reviews', 'columbus circle', 'jean georges', 'nougatine', 'central park', 'whole foods', 'park view suite', 'executive suite', 'full kitchen', 'time warner center', 'southwest corner', 'new york', 'room service', 'living room', 'small kitchen', 'lincoln center', 'turn down service', 'corner suite']"
DoubleTree Suites by Hilton Hotel New York City - Times Square,#231 of 479 Hotels in New York City,296,4 Star Hotel,1568 Broadway,47th Street,"8,700 reviews",45,"['All reviews', 'times square', 'double tree', 'warm cookies', 'great location', 'new york', 'living room', 'tkts booth', 'wet bar', 'pull out sofa', 'third floor', 'corner suite', 'large bathroom', 'street level', 'concierge desk', ""can't beat the location"", 'room key', 'central park']"
Hampton Inn Manhattan-Chelsea,#152 of 479 Hotels in New York City,313,3 Star Hotel,108 West 24th Street,"New York City, NY 10011-1902","2,086 reviews",45,"['All reviews', 'whole foods', 'great location', 'free breakfast', 'new york', 'flatiron building', 'madison square park', 'front desk staff', 'bagels', 'the breakfast area', 'the high line', 'two queen beds', 'fresh fruit', 'around the corner', 'city view', 'within walking distance', 'times square', 'penn station']"
Hampton Inn Manhattan-35th St/Empire State Bldg,#177 of 479 Hotels in New York City,239,3 Star Hotel,59 W. 35th Street,"New York City, NY 10001-2202","2,397 reviews",40,"['All reviews', 'herald square', 'great location', 'times square', 'new york', 'penn station', 'free breakfast', 'empire state', 'the breakfast area', 'rooms are small', 'bagels', 'around the corner', 'front desk staff', 'would definitely stay here again', 'two double beds', 'street noise', 'central location', 'nyc hotel']"
San Carlos Hotel,#66 of 479 Hotels in New York City,299,4 Star Hotel,150 East 50th Street,"New York City, NY 10022-9500","1,597 reviews",45,"['All reviews', 'yogurt', 'continental breakfast', 'new york', 'one bedroom suite', 'ess a bagel', 'rockefeller center', 'sofa bed', 'central park', 'free wifi', 'small kitchen', 'street noise', 'times square', 'within walking distance', 'fridge and microwave', 'living area', 'business center', 'large room']"
Fairfield Inn & Suites New York Manhattan/Times Square,#262 of 479 Hotels in New York City,299,3 Star Hotel,330 W 40th St,Between 8th Ave. & 9th Ave.,"2,079 reviews",40,"['All reviews', 'port authority', 'sky room', 'times square', 'parole office', 'starbucks coffee', 'the breakfast area', 'new york', 'bagels', 'free breakfast', 'bus station', 'javits center', 'rooftop bar', 'top floor', 'rooms are small', 'breakfast staff', 'front desk staff', ""hell's kitchen""]"
Hilton Garden Inn Times Square,#167 of 479 Hotels in New York City,230,3 Star Hotel,790 Eighth Avenue,"New York City, NY 10019-7568","7,872 reviews",45,"['All reviews', 'times square', 'pigalle restaurant', 'great location', 'food emporium', 'new york', 'fire station', 'fridge and microwave', 'attached restaurant', 'central park', 'around the corner', 'the theater district', 'within walking distance', 'restaurant row', 'street noise', ""hell's kitchen"", 'higher floor', 'would definitely stay here again']"
The Sherry-Netherland Hotel,#11 of 479 Hotels in New York City,359,4 Star Hotel,781 Fifth Avenue,At 59th Street,761 reviews,50,"['All reviews', 'harry cipriani', 'central park', 'elevator operator', 'cipriani restaurant', 'city view suite', 'apple store', 'elevator attendants', 'new york', 'plaza hotel', 'fifth avenue', 'room service', 'interior room', 'home away from home', 'beautiful hotel', 'upper east side', 'beautiful room', 'hotel guests']"
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,#155 of 479 Hotels in New York City,334,3 Star Hotel,325 W 33rd St,"New York City, NY 10001-2702","1,600 reviews",45,"['All reviews', 'madison square garden', 'rooftop bar', 'great location', 'new york', 'times square', 'free breakfast', 'city view', 'freedom tower', 'the breakfast area', 'yogurt', 'half block', 'king suite', 'front desk staff', 'would definitely stay here again', 'empire state building', 'the high line', 'midtown manhattan']"
The Kimberly Hotel,#18 of 479 Hotels in New York City,319,4 Star Hotel,145 East 50th Street,"New York City, NY 10022-9502","2,211 reviews",45,"['All reviews', 'one bedroom suite', 'rooftop bar', 'chrysler building', 'the penthouse', 'new york', 'rockefeller center', 'full kitchen', 'small kitchen', 'sitting room', 'pull out sofa', 'living area', 'door staff', 'around the corner', 'central park', 'king bed', 'wonderful hotel', 'boutique hotel']"
Radisson Martinique on Broadway,#260 of 479 Hotels in New York City,233,3 Star Hotel,49 West 32nd Street,"New York City, NY 10001-3811","5,056 reviews",40,"['All reviews', 'penn station', 'the empire state building', 'club carlson', 'great location', 'new york', 'korea town', 'times square', 'herald square', 'historic hotel', 'the penthouse', 'around the corner', 'door staff', 'coffee machine', 'central location', 'an upgrade', 'midtown manhattan', 'big apple']"
The Bentley Hotel,#183 of 479 Hotels in New York City,246,4 Star Hotel,500 East 62nd Street,Between York Ave and FDR Drive,"4,438 reviews",40,"['All reviews', 'east river', 'queensboro bridge', 'sloan kettering', 'roosevelt island', 'fdr drive', 'new york', 'rooftop restaurant', 'nearest subway', 'the ritz', 'front desk staff', 'lobby bar', 'central park', 'junior suite', 'corner room', 'few blocks', 'street noise', 'times square']"
The Dominick Hotel,#129 of 479 Hotels in New York City,445,5 Star Hotel,246 Spring Street,"New York City, NY 10013-1521","3,319 reviews",45,"['All reviews', 'trump soho', 'trump hotel', 'spring street', 'new york', 'soho area', 'nespresso machine', 'hudson river', 'corner suite', 'in room dining', 'holland tunnel', 'floor to ceiling windows', 'room service', 'freedom tower', 'higher floor', 'turn down service', 'the empire state building', 'an upgrade']"
Courtyard New York Manhattan/Times Square West,#164 of 479 Hotels in New York City,359,3 Star Hotel,307 W 37th St,"New York City, NY 10018-4202","1,245 reviews",45,"['All reviews', 'penn station', 'courtyard marriott', 'times square', 'great location', 'new york', 'dunkin donuts', 'starbucks coffee', 'few blocks', 'javits center', 'small refrigerator', 'short walk', 'three blocks', 'would stay here again', 'king room', 'nyc hotel', 'street noise', 'central location']"
The Marmara Manhattan,#124 of 479 Hotels in New York City,294,3 Star Hotel,301 E 94th St,"New York City, NY 10128-4718","1,022 reviews",45,"['All reviews', 'full kitchen', 'upper east side', 'subway construction', 'one bedroom apartment', 'sinai hospital', 'living room', 'second avenue', 'central park', 'washer dryer', 'new york', 'museum mile', 'great apartment', 'extended stay', 'laundry facilities', 'home away from home', 'front desk staff', 'higher floor']"
"Club Quarters Hotel, Times Square -Midtown",#203 of 479 Hotels in New York City,233,4 Star Hotel,40 W 45th St,"New York City, NY 10036-4261","1,808 reviews",40,"['All reviews', 'great location', 'times square', 'new york', 'filtered water', 'rockefeller center', 'rooms are small', 'free coffee', 'lounge area', 'bed was comfortable', 'grand central station', 'standard room', 'air conditioner', 'bryant park', 'fifth avenue', 'few blocks', 'street noise', 'around the corner']"
Dream Midtown,#205 of 479 Hotels in New York City,204,4 Star Hotel,210 W 55th St,"New York City, NY 10019-5467",604 reviews,40,"['All reviews', 'rooftop bar', 'central park', 'serafina restaurant', 'great location', 'front desk', 'new york', 'times square', 'awesome stay', 'hotel guests', 'rooms are small', 'amazing hotel', 'room service', 'broadway show', 'carnegie hall', 'walking distance', 'king room', 'columbus circle']"
Best Western Bowery Hanbee Hotel,#266 of 479 Hotels in New York City,215,3 Star Hotel,231 Grand St,"New York City, NY 10013-4246","1,396 reviews",40,"['All reviews', 'grand street', 'little italy', 'new york', 'bagels', 'make your own waffles', 'lower east side', 'free breakfast', 'east village', 'hard boiled eggs', 'the breakfast area', 'within walking distance', 'subway station', 'brooklyn bridge', 'hotel is located', 'king suite', 'front desk staff', 'good size']"
The Bowery Hotel,#35 of 479 Hotels in New York City,435,4 Star Hotel,335 Bowery,"New York City, NY 10003-7138",708 reviews,45,"['All reviews', 'east village', 'floor to ceiling windows', 'lower east side', 'corner room', 'new york', 'bar scene', 'hotel guests', 'room service', 'adjoining restaurant', 'king room', 'lobby lounge', 'hip hotel', 'hotel restaurant', 'rain shower', 'mini bar', 'favorite hotel', 'bars and restaurants']"
The Langham New York Fifth Avenue,#23 of 479 Hotels in New York City,743,5 Star Hotel,400 Fifth Avenue,"New York City, NY 10018-2753","2,494 reviews",45,"['All reviews', 'ai fiori', 'fifth avenue', 'the empire state building', 'house car', 'al fiori', 'tv in the mirror', 'new york', 'nespresso machine', 'washer and dryer', 'family suite', 'turn down service', 'five star hotel', 'huge bathroom', 'four seasons', 'full kitchen', 'fabulous hotel', 'bryant park']"
The St. Regis New York,#59 of 479 Hotels in New York City,995,5 Star Hotel,"Two East 55th Street, at Fifth Avenue","New York City, NY 10022",890 reviews,45,"['All reviews', 'butler service', 'the king cole bar', 'astor court', 'personal butler', 'spg points', 'astor suite', 'new york', 'house car', 'chocolate covered strawberries', 'central park', 'modern amenities', 'an upgrade', 'living room', 'concierge team', 'gorgeous hotel', 'four seasons', 'room service']"
Crowne Plaza HY36 Midtown Manhattan,#29 of 479 Hotels in New York City,249,4 Star Hotel,320 W 36th St,"New York City, NY 10018-7598",432 reviews,45,"['All reviews', 'penn station', 'hudson yards', 'loved the modern decor', 'breakfast vouchers', 'times square', 'new york', 'spacious shower', 'drink vouchers', 'javits center', 'front desk staff', 'pleasure of staying', 'madison square garden', 'midtown manhattan', 'the high line', 'major attractions', 'ironing board', 'walk in shower']"
Dream Downtown,#179 of 479 Hotels in New York City,319,4 Star Hotel,355 West 16th Street,Near 9th Ave,"3,879 reviews",45,"['All reviews', 'chelsea market', 'meatpacking district', 'bodega negra', 'electric room', 'dream team', 'rooftop bar', 'the meat packing district', 'new york', 'trendy hotel', 'fun hotel', 'the high line', 'night life', 'guest services', 'amazing hotel', 'view of the empire state building', 'king room', 'rooms are small']"
New York Marriott Downtown,#258 of 479 Hotels in New York City,271,4 Star Hotel,85 West Street at Albany Street,at Albany Street,"1,967 reviews",40,"['All reviews', 'statue of liberty', 'battery park', 'the financial district', 'wall street', 'rector street', 'the concierge lounge', 'hudson river', 'ellis island', 'lower manhattan', 'new york', 'freedom tower', 'trinity church', 'the world trade center site', 'ground zero', 'cab ride', 'business hotel', 'west side']"
